"SPECI"
109555
110001
110035
110219
110240
110303
148905
149106
149151
172460
176362
840627
106282
109474
109545
109553
109603
110210
146222
149070
149093
149187
149629
156505
178185
232376
233357
418161
663583
109473
109612
110295
149142
110115
148917
837448
149310
149115
149221
164108
149018
149181
149619
232848
840626
109476
149004
149046
149208
149122
110250
148955
149113
109515
109856
148985
149132
232270
961863
110316
109508
109872
110027
110039
110043
110079
110082
110109
110122
110257
110321
146230
148961
149043
149065
149118
149145
149146
149150
149288
160576
162254
162258
163322
175584
179596
232466
232598
248070
248071
248075
248076
248078
418509
837227
841256
841260
841767
148942
149023
149074
149116
149126
149131
149135
149168
163249
109519
110213
164116
495363
841751
149291
157083
841746
149200
233592
109609
109627
172436
176249
109651
149177
109984
149032
149112
149084
156598
157256
248090
841193
164053
109522
109986
162952
109464
418624
841258
109524
109462
109566
109694
163262
248066
17639
149055
149066
149153
160528
246606
115088
149158
163932
148912
149225
149050
149119
149144
149095
547544
248060
110223
149342
592906
110217
149338
837222
149073
558243
1310442
109540
149045
149152
7
149042
494056
8012
149039
149176
146542
341285
109500
160602
109571
149111
110244
837459
149616
110214
232545
110102
837453
106287
110259
841198
148963
109470
109475
109624
149553
109528
149027
180542
149121
156611
110011
149120
149129
370367
149241
157258
148967
109506
149077
149130
149092
149162
109901
110199
160523
110249
110241
841261
110245
101185
149069
149320
149117
149147
149339
156623
1304629
110300
148952
248064
148992
149516
157440
149335
149376
450616
149217
176540
146203
149028
149094
149319
149467
157463
156617
149123
149324
157069
149191
163807
196828
233466
841200
233433
149294
163344
109592
164085
149313
375788
180789
149128
149102
149143
149340
148954
163233
149219
163063
160524
149236
163161
232093
149228
149127
156533
465524
148913
148948
149195
149271
549205
148989
180319
109662
149033
148899
148953
149160
149314
233024
110247
149252
248062
110208
233084
109852
134529
149601
178201
109652
157428
148922
149109
411764
157081
149057
411767
555264
110325
292726
149125
341536
231887
600961
232460
233144
842517
248058
149100
555293
567118
148936
149138
11
19539
1305343
109549
162916
248063
110238
233045
961743
465390
149322
233619
109992
149311
109479
110007
149604
109921
109491
837075
109890
248059
232625
837220
1
110077
163736
157052
1346683
17329
115090
146549
178207
345481
837456
109726
109927
115106
573782
149213
149387
157240
248096
1382182
232546
109903
160600
109889
178229
109604
109794
1369826
149110
148931
149060
160595
180390
160538
162770
109876
149308
1307640
839991
699394
149180
802
249689
248088
179573
345491
577639
418285
110152
149210
149494
547444
156607
178059
134528
148947
478556
156632
115086
149154
149249
156946
149124
156690
837460
149038
148914
149182
149309
1321853
156548
110652
177604
149510
110293
148981
345513
233871
109527
157072
163055
624607
985653
148944
345550
839996
418222
148923
841188
160537
163712
231884
110301
109854
233868
110097
109859
148925
149216
160561
160594
549214
115126
18526
369190
149159
134526
149317
149333
109923
177158
110041
251726
662007
109754
149044
157074
248074
109459
232785
110297
109989
110311
232185
109918
233015
418132
110212
163257
156621
160521
109723
109392
840689
232943
146538
233257
178582
110045
248148
109485
109394
109435
146545
148969
160513
160585
172799
233870
248097
17657
19542
246608
101264
149137
232069
247913
149068
233620
577792
232261
115075
149647
109894
115128
493821
163339
961873
109713
160553
156586
163862
601957
109415
341484
118051
148956
562871
109458
110100
233761
109477
345526
149624
246604
110228
179320
172434
149031
149002
231789
163248
555052
841248
109914
110202
418646
418647
110298
231881
235979
109672
232110
149105
163259
149280
841259
17651
109899
110087
146543
670030
178050
118073
149328
160583
149101
958478
246593
176385
109637
149336
160581
391508
109487
370366
175582
149289
178215
109851
149186
109550
149171
149623
157431
582421
156619
248065
643805
990876
149140
376081
369698
180314
196811
172375
149615
376667
700481
146585
700266
375970
163250
615516
233874
1474876
180367
841202
345485
231885
248081
164110
178241
179786
841741
115059
232703
376690
801
341610
345882
843999
149631
149343
172607
841251
233263
341558
163474
172431
494057
109404
109428
163030
109466
110114
17638
149054
149134
163013
149059
149321
149015
149285
732976
149056
1322723
149167
231888
172418
149334
562870
418643
838163
162255
148971
235828
109438
149194
368883
341496
109510
157257
232880
418547
232765
232461
235761
149230
376151
231843
109391
109502
160519
110154
578002
149630
110086
149352
109616
149286
109517
110155
493993
148903
149508
574064
839792
146537
109543
110234
248140
149067
233018
846290
599664
639206
341543
109825
162519
465389
175425
464448
17655
582200
836564
149391
146548
160552
345547
134545
110248
178594
149148
149071
115061
148986
160599
573871
109711
1380043
109707
110215
657464
149136
149297
179856
573599
149357
172588
162810
110243
976613
110260
729889
549221
175790
160541
163226
109898
149179
233615
591186
582177
150203
233776
183543
838240
149610
109849
163089
149307
149572
163513
134530
157248
118028
148904
984623
196815
574083
549213
149592
163224
345529
110239
390662
134534
971564
149511
886274
231873
764850
109526
109509
231788
149305
233610
376694
573498
110310
393573
1381154
163242
837234
149012
375677
149183
248121
249711
495287
577930
106303
119077
149316
149035
149003
961694
1590705
662038
704677
148964
183566
109490
109871
580116
231790
149026
345514
249725
595701
146166
149010
558759
176371
572043
604918
178619
149274
146590
109463
109499
231770
837310
248077
149022
163735
233744
345532
232560
621926
232940
345499
368707
148908
232365
1410
148959
110229
149139
148916
149091
109518
149235
591199
149279
149064
149058
148980
1778370
149156
109444
146232
157438
394840
149170
109902
17640
109559
109432
109567
109784
109468
233447
178617
162725
231778
109390
109393
109548
478559
109512
109564
246835
109534
233443
478557
109712
233440
109410
109433
146208
149537
163489
109406
157260
251745
115057
160563
233763
109710
146557
109442
160542
149190
160597
109436
149049
162728
148966
233386
17667
149021
162251
109396
17666
148946
149041
148984
21001
149099
109408
160582
109885
118014
388924
149512
233759
149161
109467
149538
109557
115073
109486
495691
231787
149659
109525
109714
232492
109413
160584
149552
149356
163126
149570
582210
109542
109537
495678
231803
109418
450619
576237
149173
178597
232650
149571
233037
148943
109507
172836
178598
109556
572081
149211
495685
149006
495640
231799
149013
418540
495648
115081
1442452
248181
149037
183533
149515
160527
659627
231796
149292
101190
495630
163132
109421
495645
251744
110314
624488
163342
573577
110009
341566
110068
109560
369960
162518
251728
110334
231809
345484
836581
643543
109541
495633
603275
574079
345490
148915
149521
149488
148919
418136
593337
839164
248069
231800
148958
149278
110242
573585
109638
110116
246607
163346
110015
232442
447730
841249
254445
110085
109920
235993
341479
494102
233712
1470768
232491
624358
841182
110292
231856
160572
345515
418510
149293
976448
176410
156568
163247
179581
662632
178956
576225
115104
235934
175928
232086
106283
157059
977103
148911
172609
149402
157062
163885
177588
109561
956074
196830
175794
146994
163859
985652
163531
178583
179790
179887
109766
157252
149493
345546
985165
395037
572004
624247
110139
149378
149114
178600
156629
577625
172473
162726
847022
390664
418546
143946
178589
146562
149518
345437
149232
233614
233625
233113
110014
231844
990875
841189
110168
619304
603340
232777
553414
163188
345533
345436
163321
162923
246605
375958
232820
162936
