"SPECI"
103356
104074
104079
104081
104086
104106
105
106264
106422
1066
106673
1086
1100
1102
117034
1207
128569
128586
1337
135338
13704
1379066
2081
10194
1106
104080
1128
13552
1614
1205
128595
1410
106734
123084
958
1
1080
582419
1307
137212
411905
106266
882
1371
1135
117213
1806
135335
123082
51
152391
1078
123117
123626
106733
117099
137214
104097
1248
103354
586732
1131
135220
116998
104190
136093
164
135336
104902
137793
1583577
104092
137687
1101
1302
1137
1082
101361
1789
139029
11707
