RLABO;SHIPC;CRUIS;STNNO;LATIT;LONGI;POSYS;STATN;SDATE;STIME;WADEP;SMPNO;FINFL;SMVOL;MNDEP;MXDEP;SPECI;TRPHY;STAGE;PARAM;MUNIT;QFLAG;ALABO;METOA;METFP;SLABO;SMTYP;PURPM;MYEAR;DTYPE;RLIST;SIZCL;SIZRF;SFLAG;VALUE;MPROG;RESP_RESULTAT
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;103356;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;106.362;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;104074;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;986.623;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;104079;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;6.525;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;104081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;14.029;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;104086;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.163;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;104106;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;99.184;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;105;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;11.093;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;106264;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;155.954;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;106422;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;266.232;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;1066;;NP;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;10.44;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;106673;;LV-MG;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.326;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;106673;;LV-ZO;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;13.377;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;1086;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.653;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;1100;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2291.028;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;1102;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;360.196;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;117034;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2.61;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;1207;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.489;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;128569;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.653;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;128586;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;84.829;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;1337;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;11.419;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;135338;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2.61;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;13704;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;5.22;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;1379066;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;7.83;CEMP~NATL;
BAMN;AA31;2010;PNMI_B120101025NA;48.317;-4.617;;PNMI_B1;20101025;;;B1_2010-10-25_SURFACE;;;0;5;2081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;89.723;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;10194;;EG;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.743;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;103356;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;286.245;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;104074;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;3584.387;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;104079;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;17.844;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;104081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;133.829;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;104106;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;28.996;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;105;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;5.948;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;106264;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;121.19;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;106422;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;555.39;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1066;;NP;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;5.948;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1066;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;24.535;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1086;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.372;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1100;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;3193.309;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1102;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;798.513;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1106;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;5.948;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1207;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;35.688;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;128569;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;17.1;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;128586;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;109.294;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1337;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;17.844;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;135338;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.372;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;13704;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;5.948;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;1379066;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;35.688;CEMP~NATL;
BAMN;AA31;2010;PNMI_B220101025NA;48.317;-4.783;;PNMI_B2;20101025;;;B2_2010-10-25_SURFACE;;;0;5;2081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;78.81;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;10194;;EG;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.216;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;10194;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;6.897;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;103356;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;394.828;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;104074;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;458.621;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;104079;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;94.828;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;104080;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.431;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;104081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;3.664;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;104106;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;42.241;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;105;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;14.224;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;106264;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;41.81;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;106422;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;1526.293;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1066;;NP;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;27.586;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1066;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;15.733;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;106673;;LV-MG;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.216;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1086;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;18.966;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1100;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;5477.586;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1102;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;208.19;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1128;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;252.155;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1207;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;59.052;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;128569;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;83.19;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;128586;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;1245.259;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;135338;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;21.121;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;13552;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.431;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;13704;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;13.793;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;1614;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;15.086;CEMP~NATL;
BAMN;AA31;2010;PNMI_B320101025NA;48.317;-4.95;;PNMI_B3;20101025;;;B3_2010-10-25_SURFACE;;;0;5;2081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;43.103;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;103356;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;12.465;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;104074;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;131.303;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;104079;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;19.972;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;104081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;9.348;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;104086;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.354;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;105;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;1.133;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;106422;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;139.66;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1066;;NP;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;3.399;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1066;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2.266;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1086;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;5.666;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1100;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;602.266;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1102;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;12.465;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1106;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;1.133;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1128;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;16.006;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1205;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2.408;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1207;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;4.958;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;128569;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2.266;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;128586;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;86.402;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;128595;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;1.133;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1337;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.142;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;13704;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;9.065;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1410;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2.408;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;1614;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;2.266;CEMP~NATL;
BAMN;AA31;2010;PNMI_B420101025NA;48.333;-5.05;;PNMI_B4;20101025;;;B4_2010-10-25_SURFACE;;;0;5;2081;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;6.232;CEMP~NATL;
BAMN;AA31;2010;PNMI_B520101025NA;48.333;-5.167;;PNMI_B5;20101025;;;B5_2010-10-25_SURFACE;;;0;5;103356;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;65.929;CEMP~NATL;
BAMN;AA31;2010;PNMI_B520101025NA;48.333;-5.167;;PNMI_B5;20101025;;;B5_2010-10-25_SURFACE;;;0;5;104074;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;278.419;CEMP~NATL;
BAMN;AA31;2010;PNMI_B520101025NA;48.333;-5.167;;PNMI_B5;20101025;;;B5_2010-10-25_SURFACE;;;0;5;104079;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;29.881;CEMP~NATL;
BAMN;AA31;2010;PNMI_B520101025NA;48.333;-5.167;;PNMI_B5;20101025;;;B5_2010-10-25_SURFACE;;;0;5;104080;;NS;ABUNDNR;nr/m3;;;IMA-ZS;;;;T~S;2010;ZP;ERID;;;;0.158;CEMP~NATL;
